Row Labels,Sum of Total Available Quantity
MJF924X-FW0004-C449-WBP,24
MJF924X-FW0004-C450-WBP,24
MSF1005X-FK0032-WBP,155
MSF1005X-FK0035-WBP,142
MSF1005X-FK0036-WBP,134
MSF1005X-FK0037-WBP,175
MSF953X-FK0032-WBP,141
MSF953X-FK0033-WBP,180
MSF953X-FK0034-WBP,138
MSF953X-FK0035-WBP,153
MSF953X-FK0036-WBP,122
MSF953X-FK0037-WBP,172
MSF953X-FK0038-WBP,161
MSF953X-FK0039-WBP,238
MSF956X-FK0032-WBP,254
MSF956X-FK0033-WBP,154
MSF956X-FK0034-WBP,134
MSF956X-FK0038-WBP,151
MSF956X-FK0039-WBP,138
ROBCF167RL44-4853,0
ROBCF204RL43-1226BA,0
ROBCF204RL44-1226-CTP,0
ROBDJ66SL44-503D,0
ROBDJ66SL44-508A,0
ROMCF155R-FW0176-C286,102
ROMCF155R-FW0177-C241,105
ROMCF155R-FW0189-C209,63
ROMCF155RL53-6060,0
ROMCF155RL53-6061,8
ROMCF155RL53-6062,6
ROMCF155RL53-6075,2
ROMCF155RL53-6087,1
ROMCF155XL53-6048,0
ROMCF162SL49-1226A,0
ROMCF162SL49-1226L,0
ROMCF164R-FW0051,0
ROMCF164R-FW0203,172
ROMCF167R-FW0120-C215,895
ROMCF167R-FW0527-C215,541
ROMCF168RC17L40-4851,0
ROMCF168RL45-4944J,0
ROMCF200RL51-4804,2
ROMCF200RL51-4805,0
ROMCF200RL51-4808,1
ROMCF200RL51-4809,0
ROMCF200RL51-4831,0
ROMCF202SL49-4945CK,14
ROMCF202SL49-4945CL,0
ROMCF204R-FW0008-C026,5
ROMCF204R-FW0008-C048,8
ROMCF204R-FW0008-C090,349
ROMCF204R-FW0008-C097,3
ROMCF204RL43-1226AQ,6
ROMCF204RL43-1226AR,0
ROMCF204RL44-1226L,1
ROMCF204RL44-1226P,0
ROMCF204RL44-1226S,0
ROMCF204RL45-1226K,0
ROMCF204RL52-1226BR,7
ROMCF204RL52-1226M,3
ROMCF205RL44-1226B,0
ROMCF213R-FW0528-C120,94
ROMCF270RL49-1080AX,1
ROMCF277V-FW0009-C006,4
ROMCF277V-FW0009-C053,3
ROMCF277VL49-4945AK,1
ROMCF277VL49-4945CE,1
ROMCF277VL50-4945E,3
ROMCF277VL50-4945I,1
ROMCF277VL52-4945E-A80,0
ROMCF277VL52-4945E-A81,0
ROMCF277VL52-4945E-A83,0
ROMCF277VL52-4945I-A82,0
ROMCF277VL52-4945N,5
ROMCF277VL52-4945R,4
ROMCF279XL50-4945BC,0
ROMCF279XL50-4945E,0
ROMCF292XL49-1226CD,0
ROMCF292XL49-1226F,0
ROMCF292XL51-1226BM,0
ROMCF292XL51-1226BR,0
ROMCF430XL53-6024,2
ROMCF437VL53-6065A,0
ROMCF437VL53-6065B,0
ROMCF438VL53-6064A,1
ROMCF438VL53-6064B,2
ROMCF438VL53-6081A,1
ROMCF438VL53-6081B,2
ROMCF455VL51-5044,2
ROMCF455VL51-5045,0
ROMCF455XL51-5046,7
ROMCF728R-FW0009-C001,3
ROMCF728R-FW0009-C178,5
ROMCF729R-FW0009-C118,5
ROMCF729R-FW0009-C140,20
ROMCF732R-FW0009-C073,8
ROMCF732R-FW0009-C101,6
ROMCF733R-FW0009-C032,25
ROMCF733R-FW0009-C066,25
ROMCF914R-FW0459,0
ROMCF914R-FW0580,15
ROMCH244RL45-4944C,0
ROMCH244RL45-4944T,0
ROMCH268RL46-4945AX,0
ROMCH268RL46-4945I,1
ROMCH268RL46-4945L,23
ROMCH271RL46-4945BE,0
ROMCH271RL46-4945C,1
ROMCH271RL46-4945E,1
ROMCH274RL50-4944AS,0
ROMCH274RL50-4944AT,13
ROMCH306VL53-6008,3
ROMCH306XL54-6007,1
ROMCH328X-1226C,2
ROMCH328XL49-1226AW,1
ROMCH328XL49-1226E,0
ROMCH388VL49-5014,0
ROMCJ134RL44-1224W,0
ROMCJ146RL45-4945AL,2
ROMCJ146RL45-4945AV,0
ROMCJ146RL45-4945V,0
ROMCJ146RL48-4945A,0
ROMCJ146RL48-4945U,0
ROMCJ157RL45-1080A,0
ROMCJ157RL45-1080-CTP,0
ROMCJ157RL45-1080V,0
ROMCJ157RL47-1080AO,0
ROMCJ157RL49-1315AV,0
ROMCJ176RL49-1247V,0
ROMCJ249XL51-1315CE,2
ROMCJ249XL51-1315U,0
ROMCJ356XL52-1080AW,6
ROMCJ356XL52-1080W,2
ROMCJ585X-FW0008-C008,4
ROMCJ585X-FW0008-C133,4
ROMCJ64RL51-1315AL,13
ROMCJ64RL51-1315M,0
ROMCJ66S-FW0004-C105,2
ROMCJ66S-FW0004-C111,5
ROMCJ66SL43-1080BF,22
ROMCJ66SL43-1080M,0
ROMCJ66SL43-1080Q,0
ROMCJ66SL43-1080U,1
ROMCJ66SL43-1226N,0
ROMCJ66SL43-1226P,0
ROMCJ66SL43-1226S,0
ROMCJ66SL45-1080AW,0
ROMCJ66SL46-1080BG,0
ROMCJ66SL46-1080CE,0
ROMCJ81SL50-1113C,0
ROMCL731R-FW0009-C004,1
ROMCL731R-FW0009-C053,1
ROMCS101SL49-1071A,1
ROMCS113S-FW0018-C001,340
ROMCS113S-FW0018-C103,517
ROMCS113SL43-1012N,0
ROMCS113SL43-1012Q,1
ROMCS113SL43-1012U,0
ROMCS113SL43-1080-CTP,0
ROMCS113SL43-1080D,0
ROMCS113SL51-1001D,0
ROMCS113SL51-1001F,4
ROMCS113SL51-1004B,0
ROMCS113SL51-1004D,1
ROMCS113SL51-1004H,0
ROMCS113SL51-1010H,0
ROMCS113SL51-1080CA,0
ROMCS113SL51-1080CE,5
ROMCS140RL51-1315BJ,5
ROMCS140RL51-1315CA,0
ROMCS180SL49-4944A,0
ROMCS180SL49-4944CE,1
ROMCS227XL53-4945A,1
ROMCS227XL53-4945CE,10
ROMCS227XL53-4945CT,0
ROMCS308XL50-1080A,1
ROMCS308XL50-1080AV,25
ROMCS308XL50-1080CA,0
ROMCS308XL50-1080W,0
ROMCS55SC18L42-1012AM,0
ROMCS55SC18L42-1012-CTP,0
ROMCS55SC19L42-1080AR,0
ROMCT150SL49-1224A,0
ROMCT150SL51-1224V,0
ROMCT150SL51-1224W,0
ROMCT164XL49-1315P,5
ROMCT164XL49-1315W,16
ROMCT166XL49-1315CC,2
ROMCT166XL49-1315D,1
ROMCT166XL50-1315CA,5
ROMCT166XL50-1315R,0
ROMCT167RL46-1080BY,30
ROMCT167RL47-1080D,58
ROMCT167RL48-1315CO,0
ROMCT167RL49-1315AV,15
ROMCT167RL49-1315AW,0
ROMCT167RL50-1315AL,6
ROMCT167RL50-1315AO,2
ROMCT167RL50-1315AP,4
ROMCT167RL50-1315CC,0
ROMCT167RL50-1315DZ,3
ROMCT169SL50-1315AV,2
ROMCT169SL51-1315BJ,0
ROMCT169SL53-1315AW,0
ROMCT169SL53-1315CE,0
ROMCT169SL53-1315P,0
ROMCT173QL49-4945A,1
ROMCT173QL50-4945AO,0
ROMCT173QL50-4945AP,0
ROMCT173QL50-4945BQ,0
ROMCT173QL51-3602P,2
ROMCT175RL46-1224R,0
ROMCT182XL49-1315BJ,1
ROMCT182XL49-1315W,1
ROMCT182XL50-1315CA,3
ROMCT182XL52-1315DA,35
ROMCT182XL52-1315U,1
ROMCT182XL53-1315CC,0
ROMCT183QL50-4945BJ,0
ROMCT184IL49-1315A,10
ROMCT184IL49-1315V,1
ROMCT184IL49-1315W,0
ROMCT184Il51-1315BJ,30
ROMCT184Il51-1315CE,0
ROMCT184Il51-1315P,16
ROMCT184IL51-1315U,0
ROMCT193QL50-4945BJ,3
ROMCT201IL50-1315A,0
ROMCT201IL50-1315V,46
ROMCT215GL51-1315CA,0
ROMCT232ABL51-1315A,0
ROMCT232ABL51-1315CC,0
ROMCT232ABL53-1315W,0
ROMCT234NL50-1315AW,2
ROMCT286AC-FW0008-C008,0
ROMCT286AC-FW0008-C112,19
ROMCT286AF-1226DL,0
ROMCT286AF-FW0008-C006,2
ROMCT286AF-FW0008-C099,0
ROMCT286I-FW0008-C001,0
ROMCT286I-FW0008-C053,1
ROMCT286Z-1226CD,1
ROMCT286Z-1226CP,2
ROMCT286Z-1226CR,1
ROMCT286Z-1226U,1
ROMCT286Z-1226W,1
ROMCT286Z-FW0008-C105,1
ROMCT307ZL53-1315CC,5
ROMCT331XL53-1319B,0
ROMCT331XL53-1319C,0
ROMCT517AC-FW0004-C053,0
ROMCT517AC-FW0296-C001,301
ROMCT517AC-FW0570-C111,1
ROMCT517IL52-1315N,3
ROMCT517IL52-1315Q,4
ROMCT517IL53-1315AV,1
ROMCT517XL52-1315CW,2
ROMCT517XL52-1315S,1
ROMCT517Z-FW0496-C111,11
ROMCT517ZL52-1315CA,7
ROMCT517ZL52-1315D,2
ROMCT66SC24L42-1080AM,0
ROMCT66SC24L42-1080AP,0
ROMCT66SC24L42-1080AQ,0
ROMCT66SC24L42-1080-CTP,487
ROMCT66SC24L42-1080W,1
ROMCT66SC24L42-1226AK,0
ROMCT66SC24L42-1226AL,63
ROMCT66SC24L42-1226AO,2
ROMCT66SC24L42-1226AR,0
ROMCT66SC24L42-1226-CTP,0
ROMCT78S-FW0004-C111,95
ROMCT78S-FW0004-C112,111
ROMCT78SL49-1315A,0
ROMCT78SL49-1315N,1
ROMDF275RL49-700A,4
ROMDF275RL49-700C,0
ROMDF275RL51-700D,0
ROMDJ157RL45-503A,2
ROMDJ157RL45-503C,0
ROMDJ157RL45-508A,0
ROMDJ157RL45-508D,0
ROMDJ157RL52-503BQ,19
ROMDJ165RL51-503C,0
ROMDJ165RL51-503D,0
ROMDJ324XL50-508B,1
ROMDJ324XL50-508C,14
ROMDJ338RL50-503C,4
ROMDJ338RL50-503D,2
ROMDJ340RL50-503C,4
ROMDJ340RL50-503D,4
ROMDJ66S-FW0005-W01,199
ROMDJ66S-FW0005-W07,207
ROMDJ66S-FW0005-W231,24
ROMDJ66S-FW0006-W231,343
ROMDJ66S-FW0006-W37,42
ROMDJ66SL43-503A,0
ROMDJ66SL43-503B,0
ROMDJ66SL43-503C,3
ROMDJ66SL43-503D,1
ROMDJ66SL43-508B,15
ROMDJ66SL43-508C,0
ROMDJ66SL45-503DD,0
ROMDJ66SL46-503L,0
ROMDJ66SL46-508D,1
ROMDL343V-FW0279-W32,17
ROMDS113SL46-503B,3
ROMDS113SL46-503C,0
ROMDS113SL46-508-CTP,0
ROMDT138ABL52-666B,4
ROMDT138ABL52-666C,6
ROMDT138ABL52-666DV-D51,1
ROMDT138ABL53-666CJ,1
ROMDT138AC-666BG-D17,14
ROMDT138AC-FW0001-W01,985
ROMDT138AC-FW0001-W08,795
ROMDT138AC-FW0002-W02,0
ROMDT138ACL52-663D,1
ROMDT138ACL52-666CV-D115,11
ROMDT138AF-666DJ,5
ROMDT138AF-FW0003-W02,4
ROMDT138AF-FW0003-W03,3
ROMDT138AF-FW0003-W05,30
ROMDT138AGL52-666A,9
ROMDT138AGL52-666C,6
ROMDT138AGL53-666EJ,0
ROMDT138AHL52-666B,20
ROMDT138AHL52-666C,23
ROMDT138B-663D,10
ROMDT138B-FW0001-W01,0
ROMDT138B-FW0002-W02,293
ROMDT138B-FW0003-W47,5
ROMDT138BL51-664F,1
ROMDT138BL52-666B,0
ROMDT138BL52-666C,1
ROMDT138BL52-666CI-D135,2
ROMDT138I-FW0001-W01,932
ROMDT138I-FW0001-W08,1122
ROMDT138I-FW0002-W01,1
ROMDT138I-FW0002-W06,72
ROMDT138I-FW0002-W210,4
ROMDT138I-FW0003-W05,18
ROMDT138I-FW0003-W130,61
ROMDT138I-FW0003-W41,107
ROMDT138IL49-666C,2
ROMDT138IL50-666BU-D14,12
ROMDT138IL50-666CL-D8,62
ROMDT138IL50-666EL-D6,9
ROMDT138IL52-663C,3
ROMDT138IL52-663CM,13
ROMDT138IL52-666CG-D10,0
ROMDT138IL52-666CU-D13,18
ROMDT138IL52-666CZ-D15,2
ROMDT138IL52-666DG,20
ROMDT138IL53-666B,3
ROMDT138IL53-666BQ,1
ROMDT138R-663A,1
ROMDT138R-663-CTP,208
ROMDT138R-FW0001-W01,247
ROMDT138R-FW0001-W08,582
ROMDT138RL52-663C,7
ROMDT138RL52-666B,0
ROMDT138RL52-666C,5
ROMDT138S-FW0011-W06,4
ROMDT138SL53-6134EJ,87
ROMDT138X-FW0001-C446,92
ROMDT138X-FW0001-W01,11
ROMDT138X-FW0001-W08,2
ROMDT138X-FW0003-W218,4
ROMDT138X-FW0003-W40,5
ROMDT138X-FW0003-W60,30
ROMDT138X-FW0003-W64,2
ROMDT138X-FW0003-W78,2
ROMDT138XL49-663A,5
ROMDT138XL49-663B,27
ROMDT138XL50-664CW,0
ROMDT138XL50-664CX,0
ROMDT138XL50-666BE,0
ROMDT138XL50-666CG-D10,0
ROMDT138XL50-666CG-D9,0
ROMDT138XL50-666CN-D11,1
ROMDT138XL50-666CU-D13,1
ROMDT138XL52-663CM,0
ROMDT138XL52-663D,4
ROMDT138XL52-664F-D24,5
ROMDT138XL52-664F-D35,3
ROMDT138XL52-664F-D37,10
ROMDT138XL52-666BE-D42,4
ROMDT138XL52-666CK-D60,37
ROMDT138XL52-666CV,12
ROMDT138XL53-666CJ,1
ROMDT138Z-FW0001-W01,4056
ROMDT138Z-FW0001-W08,404
ROMDT138Z-FW0002-W01,121
ROMDT138Z-FW0002-W03,0
ROMDT138Z-FW0002-W05,0
ROMDT138Z-FW0002-W212,1
ROMDT138Z-FW0003-W03,192
ROMDT138Z-FW0003-W145,16
ROMDT138Z-FW0003-W69,18
ROMDT138ZL50-666EL-D6,10
ROMDT138ZL52-664A-D35,20
ROMDT138ZL52-664F-D35,16
ROMDT138ZL52-666CZ-D15,0
ROMDT138ZL52-666DG,0
ROMDT139XL50-666BX,1
ROMDT139XL50-666C,0
ROMDT139XL50-666CB,0
ROMDT139XL50-666CV,5
ROMDT148Gl51-666C,3
ROMDT148Gl51-666D,5
ROMDT149GL51-663B,8
ROMDT149GL51-663C,4
ROMDT168B-FW0010-W02,15
ROMDT168B-FW0010-W03,9
ROMDT168B-FW0010-W07,1
ROMDT168BL46-599CB,0
ROMDT168BL46-599CK,0
ROMDT178XL50-666C,0
ROMDT178XL50-666D,1
ROMDT182XL50-663B,0
ROMDT185IL50-663B,1
ROMDT185IL50-663C,6
ROMDT189JL50-664A_INVALID,0
ROMDT191XL50-663A,0
ROMDT191XL50-663C,21
ROMDT191XL54-663B,56
ROMDT199NL50-666A,1
ROMDT233IL50-663C_INVALID,0
ROMDT233IL50-664A,2
ROMDT233IL50-664F,141
ROMDT239ZL52-666C,0
ROMDT248N-FW0003-W206,0
ROMDT248N-FW0003-W32,5
ROMDT248NL50-666C,4
ROMDT248NL50-666D,3
ROMDT821SL53-503B,8
ROMDT821SL53-503DG,2
ROMDT821SL53-503DH,8
ROMDT821SL53-503EJ,2
ROMDT821SL53-508B,6
ROMDT821SL53-508C,3
ROMGJ157R-FW0007-C001,5
ROMGJ157R-FW0007-C105,16
ROMGJ157R-FW0007-C178,7
ROMGJ583X-FW0004-C006,17
ROMGJ583X-FW0004-C112,18
ROMGJ587X-FW0007-C006,3
ROMGJ587X-FW0007-C049,1
ROMGT167R-FW0004-C006,114
ROMGT167R-FW0004-C053,160
ROMGT167R-FW0007-C001,229
ROMGT167R-FW0007-C099,235
ROMGT167R-FW0007-C178,219
ROMGT167R-FW0025-C140,152
ROMGT167R-FW0386-C105,4
ROMGT169S-FW0004-C047,1
ROMGT169S-FW0004-C136,315
ROMGT169S-FW0296-C001,183
ROMGT169S-FW0387-C105,2
ROMGT169S-FW0494-C140,11
ROMGT173Q-FW0009-C001,2
ROMGT182X-FW0004-C008,107
ROMGT182X-FW0004-C140,238
ROMGT182X-FW0582-C074,101
ROMGT193Q-FW0009-C001,286
ROMGT193Q-FW0009-C008,21
ROMGT193Q-FW0009-C178,23
ROMGT232AB-FW0004-C006,1
ROMGT232AB-FW0004-C053,2
ROMGT232AB-FW0004-C099,5
ROMGT232AB-FW0004-C112,19
ROMGT307Z-FW0004-C008,3
ROMGT307Z-FW0004-C099,2
ROMGT307Z-FW0494-C140,195
ROMGT359X-FW0004-C106,5
ROMGT359X-FW0004-C120,21
ROMGT517AC-FW0570-C008,52
ROMGT590X-FW0007-C105,1
ROMGT592X-FW0284-C105,1
ROMGT676Z-FW0004-C057,3
ROMGT676Z-FW0004-C105,19
ROMGT676Z-FW0004-C111,4
ROMGT676Z-FW0004-C140,3
ROMGT78S-FW0004-C001,166
ROMGT78S-FW0004-C106,620
ROMGT78S-FW0004-C133,3
ROMGT795X-FW0004-C008,2
ROMGT795X-FW0004-C111,1
ROMHH890R-FK0128-C232,4
ROMHH890R-FK0129-C233,3
ROMHH890R-FK0130-C001,3
ROMHH890R-FK0131-C189,3
ROMJF444VL51-666CJ,4
ROMJF444VL51-666DJ,5
ROMJF447XL51-663B,1
ROMJF447XL51-663C,0
ROMJF449VL51-1315AZ,3
ROMJF449VL51-1315BR,1
ROMJL452VL51-666B,4
ROMJL452VL51-666E,2
ROMKF252SL49-4945CL,0
ROMKF252SL49-4945E,0
ROMMS113S-FW0005-C001-W03,11
ROMMS113S-FW0005-C001-W79,3
ROMMT182X-FW0002-W03,0
ROMSF1005X-FK0036-C233,1
ROWCF282YL50-5004,0
ROWCF286YL49-4945E,17
ROWCF286YL49-4945X,2
ROWCF286YL51-4945Q,4
ROWCF286YL51-4945T,4
ROWCF286YL53-4945CL,0
ROWCF320RL50-5004BW,0
ROWCF320RL50-5004BY,1
ROWCF347RL53-1226BQ,3
ROWCF567R-FW0009-C001,20
ROWCF567R-FW0009-C178,19
ROWCH273YL51-4944BE,13
ROWCH273YL51-4944E,14
ROWCH289RL49-4945BE,1
ROWCH350RL51-4807,6
ROWCH350RL51-4808,8
ROWCH350RL51-4822,12
ROWCJ160RL49-4945W,0
ROWCJ160RL51-4945CA,3
ROWCJ160RL51-4945CE,0
ROWCJ321RL50-1080A,2
ROWCJ321RL50-1080W,4
ROWCJ321RL53-1080AV,0
ROWCJ321RL53-1080CA,0
ROWCJ326RL50-1080A,6
ROWCJ326RL50-1080CA,6
ROWCJ327RL50-1080A,9
ROWCJ327RL50-1080W,1
ROWCJ334XL53-1315A,0
ROWCJ349RL51-1226V,2
ROWCJ349RL51-1226W,0
ROWCJ64RL49-1315CB,28
ROWCJ64RL49-1315P,2
ROWCJ64RL51-1315CC,1
ROWCJ64RL51-1315CE,2
ROWCK333Q-FW0008-C053,21
ROWCK333Q-FW0008-C073,20
ROWCL433RL53-1226S,2
ROWCOL596R-FW0284-C116,17
ROWCOL596R-FW0284-C156,17
ROWCS241RL51-1080P,4
ROWCS241RL53-1080CC,0
ROWCS580R-FW0284-C099,20
ROWCS580R-FW0284-C111,19
ROWCS581R-FW0004-C006,2
ROWCS581R-FW0004-C053,0
ROWCT151RL50-1315BJ,0
ROWCT151RL50-1315P,1
ROWCT151RL51-1315BC,6
ROWCT151RL53-1315DZ,0
ROWCT167RL51-1315A,4
ROWCT167RL51-1315BJ,4
ROWCT167RL51-1315EB,1
ROWCT167RL51-1315P,2
ROWCT182I-1315-CTP,0
ROWCT182IL50-1315BJ,6
ROWCT182IL51-1315AO,1
ROWCT182IL51-1315CC,4
ROWCT182IL52-1315U,1
ROWCT182IL52-1315W,1
ROWCT183QL50-4945AB,0
ROWCT183QL50-4945AH,0
ROWCT183QL50-4945CL,0
ROWCT183QL51-4945CU,0
ROWCT183QL51-4945O,1
ROWCT184IL50-1315CA,0
ROWCT184IL50-1315CE,16
ROWCT184IL50-1315W,5
ROWCT184IL51-1315BJ,16
ROWCT184IL51-1315CC,9
ROWCT210QL50-5041C,0
ROWCT210QL50-5041E,0
ROWCT210QL53-5041I,1
ROWCT213ACL53-5041C,15
ROWCT224AAL53-5041A,1
ROWCT224AAL53-5041C,1
ROWCT228QL51-1247CE,0
ROWCT232ABL51-1315W,4
ROWCT232ABL53-1315CE,0
ROWCT236ADL53-1315AL,0
ROWCT304IL50-1080A,4
ROWCT304IL50-1080CA,6
ROWCT305IL50-1080CA,4
ROWCT305IL50-1080P,0
ROWCT305IL54-1080A,1
ROWCT306IL50-1080AV,0
ROWCT306IL50-1080CA,0
ROWCT306IL53-1080CC,2
ROWCT306IL53-1180,5
ROWCT314IL50-1315A,0
ROWCT314IL50-1315W,3
ROWCT315IL53-1080DA,13
ROWCT319RL50-1180,1
ROWCT319RL50-1226W,0
ROWCT320RL50-1080CA,5
ROWCT322IL50-1080A,0
ROWCT322IL50-1080CA,40
ROWCT337FL54-1226AM,1
ROWCT337FL54-1226DY,2
ROWCT355IL53-1317A,1
ROWCT355IL53-1317BJ,1
ROWCT381AC-FW0008-C001,21
ROWCT381AC-FW0008-C112,20
ROWCT384ACL53-5041C,2
ROWCT384ACL53-5041J,2
ROWCT65SL49-1315BC,26
ROWCT65SL49-1315BJ,0
ROWCT65SL50-1315AL,35
ROWCT65SL50-1315C,19
ROWCT65SL50-1315DZ,0
ROWCT65SL50-1315EB,41
ROWCT65SL50-1315P,21
ROWCT65SL50-1315W,0
ROWCT65SL51-1315CA,4
ROWCT65SL51-1315CC,0
ROWCT78SL51-1315AL,7
ROWCT78SL51-1315CC,1
ROWCT78SL53-1080AW,0
ROWCT78SL53-1315BS,0
ROWCT78SL54-1315AJ,1
ROWCT78SL54-1315N,1
ROWDF288R-FW0279-W01,17
ROWDF288R-FW0279-W09,19
ROWDF288R-FW0279-W29,11
ROWDF288R-FW0279-W89,18
ROWDF288R-FW0279-W93,18
ROWDJ338RL50-700C,1
ROWDJ338RL50-700D,2
ROWDJ340RL50-700C,3
ROWDJ340RL50-700D,2
ROWDK242RL51-666EJ,0
ROWDL390YL53-700B,8
ROWDL390YL53-700C,6
ROWDL390YL53-700D,6
ROWDS237RL51-664G,1
ROWDT121FL50-503C,5
ROWDT121FL50-503D,7
ROWDT138ABL52-666B,6
ROWDT138ABL52-666C,3
ROWDT138ABL52-666DG-D53,1
ROWDT138AC-FW0001-W01,26
ROWDT138AC-FW0001-W08,67
ROWDT138AC-FW0002-W05,4
ROWDT138AC-FW0003-W145,19
ROWDT138AC-FW0003-W64,66
ROWDT138ACL52-663B,0
ROWDT138AD-663-CTP,352
ROWDT138AD-FW0003-W02,10
ROWDT138AD-FW0003-W03,4
ROWDT138ADL53-663B,3
ROWDT138ADL53-663C,4
ROWDT138AFL52-666B,1
ROWDT138AFL52-666C,22
ROWDT138AGL52-666A,7
ROWDT138AGL52-666C,4
ROWDT138AHL52-666A,3
ROWDT138AHL52-666C,11
ROWDT138BL50-664A,19
ROWDT138BL50-666H,0
ROWDT138BL52-663CM,12
ROWDT138BL52-663D,7
ROWDT138BL52-664F,10
ROWDT138BL52-666CB,0
ROWDT138BL52-666CG-D9,1
ROWDT138BL52-666CV,2
ROWDT138BL52-666DG,0
ROWDT138BL53-664A-D6,1
ROWDT138I-FW0001-W01,12
ROWDT138I-FW0001-W08,0
ROWDT138I-FW0002-W03,4
ROWDT138I-FW0002-W06,63
ROWDT138I-FW0002-W210,6
ROWDT138I-FW0003-W03,4
ROWDT138I-FW0003-W05,3
ROWDT138I-FW0003-W130,22
ROWDT138I-FW0003-W142,3
ROWDT138I-FW0003-W145,53
ROWDT138I-FW0003-W64,32
ROWDT138I-FW0003-W68,1107
ROWDT138IL52-663B,5
ROWDT138IL52-663CM,2
ROWDT138IL52-664A-D24,0
ROWDT138IL52-666CE-D101,11
ROWDT138IL52-666CZ-D15,13
ROWDT138IL53-666EJ,6
ROWDT138R-FW0002-W210,178
ROWDT138R-FW0002-W212,153
ROWDT138R-FW0003-W32,272
ROWDT138R-FW0003-W54,65
ROWDT138RL52-663A,47
ROWDT138RL52-663C,54
ROWDT138RL52-664A,25
ROWDT138RL52-664F,40
ROWDT138RL52-666C,13
ROWDT138S-FW0010-W05,89
ROWDT138S-FW0011-W01,1
ROWDT138SL53-599B,0
ROWDT138SL53-6134C,99
ROWDT138SL53-6134CK,2
ROWDT138X-FW0002-W01,22
ROWDT138X-FW0002-W04,266
ROWDT138X-FW0002-W05,23
ROWDT138X-FW0002-W79,71
ROWDT138X-FW0003-W03,3
ROWDT138X-FW0003-W133,1
ROWDT138X-FW0003-W145,32
ROWDT138X-FW0003-W38,6
ROWDT138X-FW0003-W72,1
ROWDT138XL50-664A,11
ROWDT138XL52-663B,6
ROWDT138XL52-663CN-D99,3
ROWDT138XL52-664F,4
ROWDT138XL52-666BR-D27,1
ROWDT138XL52-666CG-D9,0
ROWDT138XL52-666CK-D124,42
ROWDT138XL52-666CV-D43,1
ROWDT138XL52-666D,0
ROWDT138Z-666-CTP,297
ROWDT138Z-FW0002-W03,9
ROWDT138Z-FW0003-W05,95
ROWDT138ZL52-663A,0
ROWDT138ZL52-664A,47
ROWDT138ZL52-664F,12
ROWDT138ZL52-666B,62
ROWDT139LL50-663A,0
ROWDT139XL50-663A,3
ROWDT139XL50-664A,2
ROWDT139XL50-666C,1
ROWDT139XL54-663C,2
ROWDT204JL50-666C,1
ROWDT204JL50-666D,0
ROWDT821S-FW0005-W02,2
ROWDT821S-FW0005-W04,4
ROWDT821S-FW0006-W02,1
ROWDT821S-FW0006-W03,6
ROWDT821S-FW0006-W37,4
ROWDT821S-FW0006-W79,5
ROWGJ160R-FW0009-C140,4
ROWGS241R-FW0004-C006,1
ROWGS241R-FW0007-C001,5
ROWGS241R-FW0007-C050,79
ROWGS241R-FW0007-C112,6
ROWGT151R-FW0004-C008,270
ROWGT151R-FW0004-C105,242
ROWGT151R-FW0004-C140,139
ROWGT151R-FW0296-C001,465
ROWGT151R-FW0496-C111,5
ROWGT167R-FW0004-C001,290
ROWGT167R-FW0004-C178,118
ROWGT182I-FW0004-C006,297
ROWGT182I-FW0004-C099,3
ROWGT182I-FW0004-C105,164
ROWGT182I-FW0494-C140,1
ROWGT183Q-FW0009-C001,116
ROWGT183Q-FW0009-C053,330
ROWGT183Q-FW0009-C099,12
ROWGT183Q-FW0009-C178,16
ROWGT183Q-FW0086-C048,1
ROWGT232AB-FW0004-C006,122
ROWGT232AB-FW0004-C112,176
ROWGT348X-FW0004-C053,21
ROWGT348X-FW0004-C106,3
ROWGT348X-FW0004-C111,21
ROWGT348X-FW0004-C140,2
ROWGT78S-FW0004-C008,0
ROWGT78S-FW0004-C049,20
ROWGT78S-FW0004-C106,11
ROWGT78S-FW0494-C140,6
ROWGT931R-FW0529-C004,22
ROWGT931R-FW0530-C001,19
ROWJF450XL51-666C,2
ROWJF450XL51-666D,1
ROWJF451XL51-663C,0
ROWJF451XL51-663D,1
ROWKP361ACL53-5026AI,1
ROWKP474ACL53-6029A,1
ROWMT139X-FW0003-W105,3
ROWOF334KL51-5067C,0
ROWOF334KL51-5067F,18
ROWOL338KL51-5067E,0
ROWSK205QL54-5041B,1
ROWSK205QL54-5041F,5
ROWSK205QL54-5041J,3
ROWSK206QL54-5041F,1
ROWSK206QL54-5041K,3
ROWSK216RL50-1080O,1
ROWSK216RL51-1080L,9
ROWSK216RL51-1080W,32
ROWSK217QL53-5041C,4
ROWSK217QL53-5041F,4
ROWSK220QL53-5041A,1
ROWSK220QL53-5041B,0
ROWSK220QL53-5041C,3
ROWSK289RL54-1226CE,2
ROWSK291RL54-1226A,2
ROWSK291RL54-1226CA,1
ROWSK291RL54-1226CE,27
ROWSK291RL54-1226Q,4
ROWSK333QL53-1226AW,2
ROWSK333QL53-1226BJ,1
ROWSK589R-FW0007-C001,19
ROWSK589R-FW0007-C053,20
ROWTL346RL53-1226CH,0
ROWWC929S-FW0003-W01,20
ROWWC929S-FW0003-W03,21
UHMCF406XL50-3602D-U62,5
UHMCH405XL50-3010L,14
UHMDT300XL50-663B-U55,0
UHMDT301IL50-666C-U56,7
