Row Labels,Sum of Total Available Quantity
BOMHH264VL53-5027EK-A476,3
BOMHH264VL53-5027EK-A480,5
BOMHH264VL53-5027EK-A482,214
BOMHH264VL53-5027EL,153
BOMHH264VL53-5027EL-A475,16
BOMHH264VL53-5027EQ-A497,7
BOMHH264VL53-5027EX,137
BOMHH264VL53-5027EX-A476,0
BOMHH264VL54-5000A-A578,70
BOMHH264VL54-5000M-A574,51
BOMHH330RL48-5056D,1
BOMHH555V-FK0015-C001,432
BOMHH555V-FK0015-C001-A1328,36
BOMHH555V-FK0044-C007,370
BOMHH555V-FK0045-C102,143
BOMHH555V-FK0045-C512,24
BOMHH555V-FK0045-C513,116
BOMHH890RL54-6559A,101
BOMHH890RL54-6559B,180
BOMHH890RL54-6559C,70
BOMHH890RL54-6559D,73
BOMHH919RL54-5027BB-BE-A1027,115
BOMHH919RL54-5027BB-BF-A1026,36
BOMHH920R-FK0013-C076,123
BOMHH920R-FK0013-C176,143
BOMHH920R-FK0013-C176-A1409,25
BOMHH920R-FK0013-C232,119
BOMHH920R-FK0013-C232-A1407,25
BOMHH920R-FK0013-C233-A1410,25
BOMHH920R-FK0013-C477,150
BOMHH920R-FK0016-C178,160
BOMHH920RL54-5027BC-A1023,47
BOMHH920RL54-5027BD-A1022,18
BOMHH932VL54-5027BG-BH-A1024,101
BOMHH932VL54-5027BJ-BI-A1025,125
BOMHL555V-5027AB-AA73,0
BOMHL555V-5027AW-AA75,8
BOMHL555V-5027C-AA01,40
BOMHL555V-5027C-AA02,0
BOMHL555V-5027C-AA72,2
BOMHL555V-5027C-AA74,20
BOMHL555V-5027EL,48
BOMHL555V-5027EX,2
BOMHL555V-5027W,121
BOMHL555V-FK0013-C108-A496,22
BOMHL555V-FK0015-A1005,12
BOMHL555V-FK0015-A242,0
BOMHL555V-FK0015-A751,72
BOMHL555V-FK0015-A865,4
BOMHL555V-FK0015-C001-A1399,20
BOMHL555V-FK0015-C001-A1400,20
BOMHL555V-FK0016-A741,105
BOMHL555V-FK0016-A743,0
BOMHL555V-FK0043-A352,64
BOMHL555V-FK0044-A191,0
BOMHL555V-FK0044-A998,30
BOMHL555V-FK0045-A856,65
BOMHL555V-FK0045-C106-A739,24
BOMHL555V-FK0093,83
BOMHL555V-FK0108-C233-A1300,10
BOMHL555VL52-5027X,0
BOMHL555VL53-5027AA-A737,0
BOMHL555VL53-5027AA-A738,8
BOMHL555VL53-5027AB-A731,30
BOMHL555VL53-5027AB-A732,0
BOMHL555VL53-5027AB-A733,160
BOMHL555VL53-5027AB-A734,0
BOMHL555VL53-5027AB-A735,142
BOMHL555VL53-5027EW,1
BOMHL555VL53-5027X-A726,0
BOMHL555VL53-5027X-A728,2
BOMHL555VL53-5027X-A729,0
BOMHL555VL53-5027X-A730,0
BOMHL555VL54-5027AI,64
BOMHL555VL54-5027AW,57
BOMHL555VL54-5027AX,123
BOMHL555VL54-5027C-A1031,0
BOMHL555VL54-5027C-A1032,0
BOMHL555VL54-5027C-A1033,0
BOMHL555VL54-5027C-A741,64
BOMHL555VL54-5027C-A743,115
BOMHL555VL54-5027C-A744,19
BOMHL555VL54-5027C-A745,208
BOMHL606VL52-5026AD,124
BOMHL606VL52-5026AE,0
BOMHL606VL52-5026AF,145
BOMHL606VL53-5026AE-A762,0
BOMHL606VL53-5026AF-A761,50
BOMHL616X-5027Y-A1032,14
BOMHL616X-FK0013-C121,154
BOMHL616X-FK0013-C121-A1030,50
BOMHL616X-FK0013-C124,154
BOMHL616X-FK0041-A1035,0
BOMHL616X-FK0042-A1034,0
BOMHL616XL52-5027AC,125
BOMHL616XL52-5027Y,268
BOMHL616XL53-5027Y-A754,10
BOMHL616XL54-5027AY,180
BOMHL616XL54-5027AZ,118
BOMHL616XL54-5027BA,142
BOMHL921X-FK0015-A178,117
BOMHL921X-FK0015-A195,117
BOMHL921X-FK0015-A279,133
BOMHL921X-FK0015-A288,125
BOMHL921X-FK0015-C001,133
BOMHL921X-FK0016-A216,0
BOMHL921X-FK0016-C178,216
BOMJF02SC34L41-1080A,0
BOMJF02SC34L41-1080B,0
BOMJF02SC34L41-1080C,0
BOMJF02SC34L41-1080D,0
BOMJF1057R-FW0184,41
BOMJF1057R-FW0185,48
BOMJF1058V-FW0004-C459,35
BOMJF1058V-FW0004-C461,94
BOMJF1078X-FW0004-C006,5
BOMJF1078X-FW0004-C140,24
BOMJF233SL44-1080AD-AV,0
BOMJF233SL44-1080BF-AD,0
BOMJF233SL44-1080I,0
BOMJF233SL47-664A,0
BOMJF233SL47-664F,0
BOMJF307XL48-664A,0
BOMJF311XL48-711BJ,0
BOMJF443VL51-718CK,0
BOMJF443VL51-718DK,0
BOMJF444VL51-666CK-D39,0
BOMJF444VL51-666CK-D40,0
BOMJF447XL51-663BJ,0
BOMJF447XL51-663DJ,0
BOMJF447XL52-663BJ-A436,0
BOMJF447XL52-663BJ-A437,0
BOMJF447XL52-663DJ-A435,1
BOMJF449VL51-1315AW,28
BOMJF449VL51-1315P,7
BOMJF461VL52-6103A,30
BOMJF461VL52-6103B,6
BOMJL445XL51-718CK-D47,0
BOMJL445XL51-718DK-D45,0
BOMJL445XL51-718DK-D46,0
BOMJL452VL51-666C,1
BOMJL452VL51-666CK,1
BOMJL452VL52-666CK-D81,3
BOMKF181S-3022H,1695
BOMKF181SL43-3022AI,0
BOMKF181SL43-3022AN,0
BOMKF181SL43-3022-CTP,0
BOMKF181SL44-3022ABI,0
BOMKF181SL44-3022ABJ,0
BOMKF181SL44-3022ABK,0
BOMKF181SL48-4944T,0
BOMKF296S-FW0126-C032,20
BOMKJ1063I-FK0022,1
BOMKP302XL50-6029A,21
BOMKP302XL50-6029A-A84,0
BOMKP302XL50-6029B,46
BOMKP302XL50-6029B-A84,0
BOMKP302XL50-6029C,39
BOMKP302XL50-6029C-A84,0
BOMKP362ABL52-5026AH,5
BOMKP362ABL52-5026AJ,0
BOMKS161VL46-5000A,229
BOMKS161VL46-5000C,391
BOMKS161VL49-5000A-A51,0
BOMKS161VL49-5000E,165
BOMKS161VL49-5000H,0
BOMKS161VL50-5000A-A104,3
BOMKS161VL50-5000A-A110,4
BOMKS161VL50-5000A-A113,12
BOMKS161VL50-5000C-A117,0
BOMKS161VL50-5000C-A94,2
BOMKS212RL48-5056B,0
BOMKS212RL48-5056C,0
BOMKS842XL53-5027EJ,136
BOMKS842XL53-5027EK,129
BOMLP02SC09L34-3994,0
BOMLP153XL52-3249B,0
BOMLP153XL52-3610D,4
BOMLP153XL52-5007,0
BOMLP153XL52-5009,0
BOMLP153XL52-5012,0
BOMMF1053X-FW0011-W01,83
BOMMF1053X-FW0011-W04,75
BOMMF1055V-FW0001-W01,33
BOMMF1055V-FW0001-W01-A1167,0
BOMMF453V-FW0003-W32,1
BOMMF939X-F0001-C479,97
BOMMF939X-F0003-C480,142
BOMMF970X-FW0003-W221,19
BOMMF970X-FW0003-W48,19
BOMMF993X-FW0001-C451,36
BOMMF993X-FW0001-C452,20
BOMMF993X-FW0001-C453,38
BOMMJ324X-FW0005-W02,15
BOMMJ324X-FW0006-W03,21
BOMMJ340R-FW0006-W03,7
BOMMS113S-FW0005-W79,17
BOMMS138X-FW0001-C049,191
BOMMS138X-FW0001-C105,195
BOMMS832Z-FW0003-W199,81
BOMMT185I-FW0001-W01,252
BOMMT185I-FW0001-W08,45
BOMMT185I-FW0002-W03,201
BOMMT185I-FW0003-W221,85
BOMNPS01RC29L35-4416A,0
BOMNPS01RC29L35-4416C,0
BOMNPS01RC29L36-3994,0
BOMNPSF03RC31L39-3264,0
BOMSF1000R-5026G,1
BOMSF1005X-FK0032-C176-A1160,45
BOMSF1005X-FK0032-C176-A1375,0
BOMSF1005X-FK0035-C140,1
BOMSF1005X-FK0035-C140-A1130,45
BOMSF1005X-FK0035-C140-A1165,45
BOMSF1005X-FK0035-C140-A1375,0
BOMSF1005X-FK0036-C233-A1136,12
BOMSF1005X-FK0036-C233-A1374,15
BOMSF1005X-FK0037-C099-A1160,45
BOMSF1005X-FK0037-C099-A1378,0
BOMSF299XL48-5026-A41,1
BOMSF299XL51-5026-A188,0
BOMSF322XL48-5026J,0
BOMSF322XL51-5026J-A189,0
BOMSF323XL51-5026C-A187,0
BOMSF324VL48-5043A,0
BOMSF324VL51-5043A-A186,0
BOMSF953X-5026AF,14
BOMSF953X-5026AX,54
BOMSF953X-5026AX-TA009,6
BOMSF953X-5026AY,57
BOMSF953X-5026AY-TA055,26
BOMSF953X-5026C,28
BOMSF953X-5026G,45
BOMSF953X-FK0008-A1043,28
BOMSF953X-FK0008-A1045,12
BOMSF953X-FK0011-A1041,0
BOMSF953X-FK0011-A1044,45
BOMSF953X-FK0011-A1194,34
BOMSF953X-FK0030-A1046,3
BOMSF953X-FK0030-A1048,14
BOMSF953X-FK0030-A1194,38
BOMSF953X-FK0031-A1048,42
BOMSF953X-FK0031-A1050,42
BOMSF953X-FK0032-C176-A1148,80
BOMSF953X-FK0032-C176-A1155,84
BOMSF953X-FK0033-C002-A1137,50
BOMSF953X-FK0033-C002-A1155,84
BOMSF953X-FK0033-C002-A1373,50
BOMSF953X-FK0034-C238-A1129,45
BOMSF953X-FK0035-C140-A1150,96
BOMSF953X-FK0035-C140-A1377,45
BOMSF953X-FK0035-C140-A1384,65
BOMSF953X-FK0036-C233-A1131,40
BOMSF953X-FK0036-C233-A1156,36
BOMSF953X-FK0036-C233-A1162,50
BOMSF953X-FK0037-C099-A1148,80
BOMSF953X-FK0037-C099-A1154,108
BOMSF953X-FK0037-C099-A1377,45
BOMSF953X-FK0038-C234-A1151,70
BOMSF953X-FK0038-C234-A1152,60
BOMSF953X-FK0038-C234-A1159,50
BOMSF953X-FK0039-C015-A1150,96
BOMSF953X-FK0039-C015-A1154,108
BOMSF953X-FK0040-A1046,5
BOMSF953X-FK0040-A1077,54
BOMSF953X-FK0047,52
BOMSF953X-FK0047-A1040,52
BOMSF953X-FK0047-A1042,47
BOMSF953X-FK0047-A1199,12
BOMSF956X-5026AY,214
BOMSF956X-FK0008,221
BOMSF956X-FK0008-C001-A1385,25
BOMSF956X-FK0008-C238-A1054,40
BOMSF956X-FK0008-C238-A1185,50
BOMSF956X-FK0030,1
BOMSF956X-FK0032-C176-A1139,90
BOMSF956X-FK0033-C002-A1128,25
BOMSF956X-FK0033-C002-A1134,30
BOMSF956X-FK0033-C002-A1146,60
BOMSF956X-FK0034-C176-A1139,90
BOMSF956X-FK0034-C238-A1144,45
BOMSF956X-FK0034-C238-A1149,45
BOMSF956X-FK0038-C234-A1135,50
BOMSF956X-FK0038-C234-A1140,48
BOMSF956X-FK0038-C234-A1376,30
BOMSF956X-FK0039-C015-A1138,30
BOMSF956X-FK0039-C015-A1143,42
BOMSF956X-FK0039-C015-A1144,45
BOMSF956X-FK0047,220
BOMSF956X-FK0047-C178-A1051,45
BOMSF956X-FK0047-C178-A1187,40
BOMSF957X-5026AF,84
BOMSF957X-5026AF-TA023,7
BOMSF957X-5026AY,68
BOMSF957X-FK0011,25
BOMSF957X-FK0011-A1064,3
BOMSF957X-FK0011-A1198,54
BOMSF957X-FK0030-A1063,0
BOMSF957X-FK0031-A1065,67
BOMSF957X-FK0031-A1067,51
BOMSF957X-FK0031-A1172,0
BOMSF957X-FK0040,105
BOMSF957X-FK0040-A1059,28
BOMSF957X-FK0040-A1062,16
BOMSF957X-FK0040-A1184,24
BOMSF957X-FK0047,39
BOMSF957X-FK0047-A1058,39
BOMSF957X-FK0047-A1066,10
BOMSF957X-FK0047-A1200,45
BOMSH954X-FK0011,61
BOMSH954X-FK0011-A1170,51
BOMSH954X-FK0030,90
BOMSH954X-FK0030-A1195,40
BOMSH954X-FK0031,90
BOMSH954X-FK0031-A1171,72
BOMSH954X-FK0040,73
BOMSH954X-FK0040-A1169,0
BOMSL1003X-FK0008,48
BOMSL1003X-FK0008-A1068,27
BOMSL1003X-FK0008-A1073,10
BOMSL1003X-FK0008-A1075,12
BOMSL1003X-FK0008-A1258,12
BOMSL1003X-FK0008-C001,213
BOMSL1003X-FK0011,122
BOMSL1003X-FK0011-A1068,71
BOMSL1003X-FK0011-A1076,10
BOMSL1003X-FK0030,111
BOMSL1003X-FK0030-A1070,69
BOMSL1003X-FK0030-A1072,30
BOMSL1003X-FK0030-A1181,45
BOMSL1003X-FK0047,97
BOMSL1003X-FK0047-A1071,35
BOMSL1003X-FK0047-A1074,30
BOMSL1003X-FK0047-A1182,43
BOMSL1003X-FK0047-C233-A1394,25
BOMTH315XL48-4945BL,0
BOMTH315XL48-4945BP,0
BOMTH439VL51-6053,0
BOMTH439VL51-6054,6
BOUCA564R-1315-A532,25
BOUCA564R-6157-A534,24
BOUCA564R-6158B-A541,17
BOUCA564R-FK0052-A533,26
BOUCA564R-FK0052-A542,24
BOUCA564RL53-6158B-A462,21
BOUCA564RL54-6158A-A536,25
BOUCA803RL54-663D-A539,18
BOUCF277V-4945FV,1
BOUCF277V-FW0009-C048,14
BOUCF277V-FW0009-C053,1148
BOUCF277V-FW0086,24
BOUCF277VL46-4945AS,0
BOUCF277VL46-4945E,66
BOUCF277VL46-4945F,15
BOUCF277VL46-4945I,32
BOUCF277VL48-4945AK,0
BOUCF277VL48-4945CE,0
BOUCF277VL50-4945E-A80,0
BOUCF277VL50-4945E-A81,0
BOUCF277VL50-4945E-A83,3
BOUCF277VL50-4945I-A82,0
BOUCF277VL53-4945BR,192
BOUCF277VL53-4945CR,46
BOUCF277VL53-4945M,199
BOUCF277VL54-4945C,1
BOUCF277VL54-4945CD,26
BOUCF277VL54-4945L,27
BOUCF438VL50-6081A,6
BOUCF438VL50-6081B,6
BOUCOF31VL53-666DJ-P2,1
BOUCOF33VL53-666DJ-P2,1
BOUCOF35VL53-666DJ-P2,1
BOUCOF37VL53-666DJ-P2,1
BOUCOF39VL53-666DJ-P2,1
BOUCOF40VL53-666DJ-P2,1
BOUCOF41VL53-666DJ-P2,1
BOUCOF48VL53-666DJ-P3,1
BOUCOF54X-664F-P2,5
BOUCOF55X-663CJ-P2,8
BOUCOF56X-663CJ-P2,8
BOUCOH13VL50-5000A-A88,1
BOUCOH13VL50-5000A-A89,1
BOUCOH13VL50-5000C-A91,1
BOUCT193QL47-4945AV,128
BOUCT193QL47-4945U,200
BOUCT193QL48-4945BR,1
BOUCT193QL48-4945W-R25,1
BOUCT193QL51-4945EC,36
BOUCT286I-FW0008-C111,15
BOUCT286IL49-1226W,27
BOUCT286IL49-1226W-A59,1
BOUCT286IL50-1226W-A85,1
BOUCT286IL50-1226W-A86,3
BOUCT286IL50-1226W-A87,5
BOUCT286IL52-1226BJ,1
BOUDP475V-FW0001-W08,25
BOUDP475V-FW0001-W08-A1207,2
BOUDP475V-FW0001-W08-A1208,2
BOUDP475V-FW0002-W210,19
BOUDP475V-FW0002-W210-A1110,2
BOUDP475V-FW0002-W210-A1111,2
BOUDP475V-FW0002-W210-A1112,2
BOUDP475V-FW0002-W210-A1113,2
BOUDP475V-FW0003-W206-A1117,0
BOUDP475VL52-666DJ,17
BOUDP475VL52-666DJ-A294,0
BOUDP475VL52-666DJ-A295,3
BOUDP475VL52-666DJ-A296,3
BOUDP475VL52-666DJ-A297,2
BOUDP475VL52-666DJ-A298,2
BOUDP475VL52-666DJ-A299,1
BOUDP475VL52-666DJ-A300,3
BOUDP475VL52-666DJ-A302,3
BOUDP475VL52-666DJ-A303,1
BOUDP475VL53-666DJ-A301,2
BOUDP475VL53-666DJ-A507,1
BOUDP475VL53-666DJ-A508,1
BOUDP475VL53-666DJ-A546,2
BOUDP475VL53-666DJ-A547,1
BOUDP475VL53-666DJ-A549,3
BOUDP475VL53-666DJ-A550,2
BOUDP475VL53-666DJ-A551,1
BOUGT193Q-FW0009-C001,467
BOUGT193Q-FW0009-C006,14
BOUGT193Q-FW0009-C090,22
BOUGT193Q-FW0009-C091,73
BOUGT193Q-FW0009-C111,87
BOUHH264VL50-5000A-A63,1
BOUHH264VL50-5000A-A64,90
BOUHH264VL50-5000A-A65,1
BOUHH264VL50-5000A-A66,0
BOUHH264VL50-5000A-A67,13
BOUHH264VL50-5000A-A68,102
BOUHH264VL50-5000A-A71,7
BOUHH264VL50-5000A-A72,2
BOUHH264VL50-5000C-A69,8
BOUHH264VL50-5000C-A70,74
BOUHH264VL50-5000C-A74,15
BOUHH264VL51-5000A-A247,4
BOUHH264VL51-5000A-A248,10
BOUHH264VL51-5000A-A249,4
BOUHH264VL51-5000A-A250,84
BOUHH264VL51-5000A-A251,102
BOUHH264VL51-5000A-A252,102
BOUHH264VL51-5000A-A253,9
BOUHH264VL51-5000A-A254,24
BOUHH264VL51-5000A-A255,10
BOUHH264VL51-5000A-A256,8
BOUHH264VL51-5000A-A257,0
BOUHH264VL51-5000A-A258,5
BOUHH264VL51-5000A-A259,1
BOUHH264VL51-5000A-A261,7
BOUHH264VL51-5000A-A262,2
BOUHH264VL51-5000F-A260,0
BOUHH264VL52-5000A-A409,28
BOUHH264VL52-5000A-A410,24
BOUHH264VL52-5000A-A411,82
BOUHH264VL52-5000A-A412,61
BOUHH264VL52-5000A-A414,0
BOUHH264VL52-5000A-A415,32
BOUHH264VL52-5000A-A416,0
BOUHH264VL52-5000A-A450,43
BOUHH264VL52-5000A-A452,100
BOUHH264VL52-5000C-A451,114
BOUHH264VL52-5000C-A453,114
BOUHH264VL53-5000A-A487,43
BOUHH264VL53-5000I-A488,4
BOUHH264VL53-5000K-A251,42
BOUHH264VL53-5000K-A252,42
BOUHH264VL53-5000M-A68,71
BOUHH264VL53-5000N-A489,30
BOUHH264VL53-5027EJ-A490,76
BOUHH264VL53-5027EK-A491,20
BOUHH264VL53-5027EK-A494,2
BOUHH264VL53-5027EK-A495,4
BOUHH264VL53-5027EL-A492,31
BOUHH264VL53-5027EL-A493,31
BOUJF448V-FW0003-W206-A1365,1
BOUJF448VL52-666DJ-A294,3
BOUJF448VL52-666DJ-A295,6
BOUJF448VL52-666DJ-A296,9
BOUJF448VL52-666DJ-A297,7
BOUJF448VL52-666DJ-A298,7
BOUJF448VL52-666DJ-A299,8
BOUJF448VL52-666DJ-A300,6
BOUJF448VL52-666DJ-A302,5
BOUJF448VL52-666DJ-A303,5
BOUJF448VL53-666DJ-A301,6
BOUJF448VL53-666DJ-A507,6
BOUJF448VL53-666DJ-A508,6
BOUJF448VL53-666DJ-A546,5
BOUJF448VL53-666DJ-A547,4
BOUJF448VL53-666DJ-A549,6
BOUJF448VL53-666DJ-A550,6
BOUJF448VL53-666DJ-A551,7
BOUJF448X-FW0001-W08-A1366,1
BOUJF448X-FW0002-W32-A1367,1
BOUKS161VL50-5000A-A75,15
BOUKS161VL50-5000A-A79,0
BOUKS161VL50-5000C-A78,1
BOUMF448V-FW0003-W206,15
BOUMF448V-FW0003-W206-A1117,2
BOUMF448V-FW0003-W206-A1395,14
BOUMF448X-FW0001-W08,5
BOUMF448X-FW0001-W08-A1207,7
BOUMF448X-FW0001-W08-A1208,5
BOUMF448X-FW0001-W08-A1397,5
BOUMF448X-FW0002-W210-A1110,8
BOUMF448X-FW0002-W210-A1111,8
BOUMF448X-FW0002-W210-A1112,9
BOUMF448X-FW0002-W210-A1113,8
BOUMF448X-FW0002-W32,8
BOUMF448X-FW0002-W32-A1398,8
BOUSF299XL48-5026-A40,0
BOWCF01SC20L39-3249A,0
BOWCF277V-FW0054,84
BOWCF277V-FW0055,88
BOWCF277V-FW0056,73
BOWCF283RL48-5004BY,2
BOWCF283S-FW0298-C220,20
BOWCF283S-FW0300-C234,28
BOWCF286YL48-4945-CTP,1
BOWCF286YL48-4945X,0
BOWCF347RL49-1226CI,0
BOWCF347RL49-1226W,4
BOWCF347RL52-1226BQ,60
BOWCF352VL49-1226CG-A50,83
BOWCF422RL50-1226CM,10
BOWCF422RL50-1226E,0
BOWCF442XL51-6076A,3
BOWCF442XL51-6076B,6
BOWCF525VL53-4945BX,12
BOWCF525VL53-4945E,45
BOWCF525VL53-FW0009-C070,129
BOWCF567RL52-4945E,153
BOWCF567RL52-4945I,138
BOWCF571S-FW0008-C178,88
BOWCF571SL53-1226E,2
BOWCH273YL46-4944E,0
BOWCH273YL46-4944T,0
BOWCH289RL47-4945BE,91
BOWCH289RL47-4945BH,1
BOWCH289RL47-4945E,83
BOWCH353RL49-5004BW,6
BOWCH353RL49-5004E,1
BOWCJ326R-FW0007-C001,19
BOWCJ326R-FW0007-C111,21
BOWCJ93RL43-4448AT,4
BOWCJ93RL43-4448BA,0
BOWCJ93RL43-4448BB,1
BOWCL433R-FW0008-C150,20
BOWCO20QL50-P10,1
BOWCO24VL50-P14,10
BOWCOF24XL52-6029A,3
BOWCOF24XL52-6029B,3
BOWCOF24XL52-6029C,2
BOWCOF26S-FW0008-C178,80
BOWCOH13VL46-5000A,48
BOWCOH13VL46-5000C,180
BOWCOH13VL49-5000E,110
BOWCOH13VL49-5000H,1
BOWCOH19RL50-1226CM,5
BOWCOL596R-FW0284-C116,18
BOWCOL596R-FW0284-C156,18
BOWCS05RL52-4448U-A307,34
BOWCS241RL50-1080CC,1
BOWCS241RL50-1080D,9
BOWCS580R-FW0284-C099,20
BOWCS580R-FW0284-C111,19
BOWCS581R-FW0004-C006,19
BOWCS581R-FW0004-C053,13
BOWCS712X-1317-CTP,242
BOWCS737XL53-6027,1
BOWCS737XL53-6050,106
BOWCS737XL53-6051,90
BOWCS737XL53-6052,109
BOWCT166XL47-1080AD,0
BOWCT166XL47-1080CA,0
BOWCT166XL47-1080W,0
BOWCT173QL51-4945CE,0
BOWCT173QL51-4945P,0
BOWCT173QL51-4945W,0
BOWCT183QL47-4945AB,32
BOWCT183QL47-4945AH,0
BOWCT183QL47-4945CL,9
BOWCT183QL47-4945O,2
BOWCT183QL49-4945CU,111
BOWCT184IL48-1315CA,0
BOWCT184IL48-1315CE,1
BOWCT201IL48-1315AV,0
BOWCT201IL48-1315CE,0
BOWCT210QL48-5041C,15
BOWCT210QL48-5041E,16
BOWCT210QL51-5041D,1
BOWCT210QL51-5041I,7
BOWCT210QL51-5041J,0
BOWCT213ACL49-5041D,0
BOWCT222QL52-5041I,0
BOWCT222QL52-5041K,1
BOWCT224AAL49-5041A,3
BOWCT224AAL49-5041C,5
BOWCT228QL52-1247CE,1
BOWCT236ADL49-1315AK,55
BOWCT236ADL49-1315AL,0
BOWCT243ACL49-5054,1
BOWCT294XL50-1226-CTP,1
BOWCT294XL50-1226L,12
BOWCT294XL50-1226W,69
BOWCT315IL50-1080DA,1
BOWCT343ACL51-6076A,0
BOWCT343ACL51-6076B,0
BOWCT344ACL51-1080EA,74
BOWCT344ACL51-1080P,98
BOWCT355IL51-1317A,5
BOWCT355IL51-1317BJ,4
BOWCT379ACL52-663CK-D58,1
BOWCT381ACL52-1226AW,5
BOWCT381ACL52-1226W,4
BOWCT383ZL52-1080CA,66
BOWCT383ZL52-1080CE,162
BOWCT383ZL54-1080P,7
BOWCT384ACL52-5041C,0
BOWCT384ACL52-5041J,3
BOWCT572AC-FW0008-C178,82
BOWCT572ACL53-1226W,98
BOWCT78S-FW0007-C001,18
BOWCT78S-FW0007-C140,9
BOWDF288R-FW0279-W01,1634
BOWDF288R-FW0279-W07,55
BOWDF288R-FW0279-W29,12
BOWDF288R-FW0279-W89,59
BOWDF288RL47-700C,6
BOWDF288RL47-700D,32
BOWDF288RL52-700BK-D62,11
BOWDF548VL52-666BK-D149,39
BOWDF548VL52-666BK-D150,8
BOWDH432RL50-700C,0
BOWDH432RL50-700D,38
BOWDK238RL49-503BJ,8
BOWDK238RL49-503CJ,34
BOWDK242RL49-666CJ,0
BOWDK242RL49-666EJ,0
BOWDK292R-FW0006-W03,24
BOWDK292R-FW0006-W05,38
BOWDK513R-FW0001-W224,98
BOWDK513R-FW0001-W225,92
BOWDK549R-FW0003-W108,141
BOWDK549R-FW0003-W91,110
BOWDL390YL49-700B,72
BOWDL390YL49-700D,33
BOWDO345KL49-712C,60
BOWDO345KL49-712D,17
BOWDR573SL52-1080U,92
BOWDR573SL52-1080W,55
BOWDS138RL53-663A,19
BOWDS138RL53-663BJ-D33,34
BOWDS138RL53-663C,28
BOWDS138RL53-663CJ,8
BOWDS138RL53-666B,8
BOWDS138RL53-666C,4
BOWDS138RL53-666CG,14
BOWDS200SL48-666CL-D5,2
BOWDS200SL49-666BL-D5,165
BOWDS200SL49-666DL-D5,74
BOWDS226RL49-666A-D7,8
BOWDS226RL49-666C-D7,3
BOWDS226RL49-666D-D7,0
BOWDS235RL49-503BJ,224
BOWDS235RL49-503CJ,25
BOWDS237RL49-664A,36
BOWDS237RL49-664G,15
BOWDS237RL50-664DJ,0
BOWDS546XL52-666CV,13
BOWDS546XL52-666DV,5
BOWDS615X-FW0003-W105,97
BOWDS615X-FW0003-W60,75
BOWDS673X-FW0003-W111,96
BOWDS673X-FW0003-W59,63
BOWDS837X-FW0003-W119,128
BOWDS837X-FW0003-W94,117
BOWDT138ABL52-666A,38
BOWDT138ABL52-666C,5
BOWDT138ABL52-666CK-D122,8
BOWDT138ABL52-666D,2
BOWDT138ABL53-666BQ,0
BOWDT138AC-FW0001-W01,145
BOWDT138AC-FW0001-W08,57
BOWDT138AC-FW0003-W68,1
BOWDT138ACL52-663BJ-D33,4
BOWDT138ACL52-663CM,3
BOWDT138ACL52-663DK-D107,0
BOWDT138ACL52-666BA-D120,1
BOWDT138ACL52-666BX,0
BOWDT138ACL52-666CA-D110,44
BOWDT138ACL52-666CA-D111,1
BOWDT138ACL52-666CK-D60,1
BOWDT138ACL52-666CX-D123,5
BOWDT138ACL52-666DG,1
BOWDT138ACL53-663CJ,1
BOWDT138ACL53-663DJ,1
BOWDT138AD-663-CTP,191
BOWDT138AD-FW0002-W04,79
BOWDT138AD-FW0002-W06,51
BOWDT138AD-FW0003-W54,181
BOWDT138ADL50-666C,62
BOWDT138ADL50-666D,0
BOWDT138ADL52-663A,3
BOWDT138ADL52-666A,17
BOWDT138AFL52-666B,34
BOWDT138AFL52-666C,17
BOWDT138AFL52-666CK-D122,0
BOWDT138AFL52-666D,0
BOWDT138AGL52-666A,5
BOWDT138AGL52-666B,2
BOWDT138AGL52-666C,2
BOWDT138AGL52-666D,0
BOWDT138AHL52-666A,6
BOWDT138AHL52-666C,49
BOWDT138AHL52-666D,3
BOWDT138B-FW0002-W06,16
BOWDT138B-FW0002-W208,83
BOWDT138BL48-664A,9
BOWDT138BL48-664F,23
BOWDT138BL48-666C,10
BOWDT138BL48-666H,10
BOWDT138BL51-666B-D38,1
BOWDT138BL51-666CR,1
BOWDT138BL52-663A,6
BOWDT138BL52-663CK-D59,3
BOWDT138BL52-666CE-D101,22
BOWDT138BL52-666CG-D32,8
BOWDT138BL52-666CK-D122,1
BOWDT138BL52-666CK-D124,22
BOWDT138BL52-666CV-D109,3
BOWDT138BL52-666CX-D123,5
BOWDT138BL52-666DG,0
BOWDT138BL53-663CK-D58,59
BOWDT138I-663-CTP,82
BOWDT138I-FW0001-W01,502
BOWDT138I-FW0001-W08,289
BOWDT138I-FW0002-W01,467
BOWDT138I-FW0002-W208,106
BOWDT138I-FW0002-W210,13
BOWDT138I-FW0002-W212,154
BOWDT138I-FW0002-W28,33
BOWDT138I-FW0002-W79,59
BOWDT138I-FW0003-W143,68
BOWDT138I-FW0003-W76,183
BOWDT138IL47-663C,97
BOWDT138IL47-666A,3
BOWDT138IL47-666C,212
BOWDT138IL49-666BE,23
BOWDT138IL49-666CN-D12,104
BOWDT138IL49-666CU-D13,74
BOWDT138IL49-666EL-D6,0
BOWDT138IL50-664F-A120,0
BOWDT138IL50-666BR-D27,0
BOWDT138IL50-666BR-D28,25
BOWDT138IL50-666C-A119,0
BOWDT138IL50-666CZ-D15,0
BOWDT138IL51-663BJ-D33,68
