Row Labels,Sum of Total Available Quantity,new style code
ROMCS113SL43-1012U,0,ROMCS113SL43-1012U
ROMCS113SL43-1080-CTP,0,ROMCS113SL43-1080-CTP
ROMCS113SL43-1080D,0,ROMCS113SL43-1080D
ROMCS113SL51-1001D,0,ROMCS113SL51-1001D
ROMCS113SL51-1001F,4,ROMCS113SL51-1001F
ROMCS113SL51-1004B,0,ROMCS113SL51-1004B
ROMCS113SL51-1004D,1,ROMCS113SL51-1004D
ROMCS113SL51-1004H,0,ROMCS113SL51-1004H
ROMCS113SL51-1010H,0,ROMCS113SL51-1010H
ROMCS113SL51-1080CA,0,ROMCS113SL51-1080CA
ROMCS113SL51-1080CE,5,ROMCS113SL51-1080CE
ROMCS140RL51-1315BJ,5,ROMCS140RL51-1315BJ
ROMCS140RL51-1315CA,0,ROMCS140RL51-1315CA
ROMCS180SL49-4944A,0,ROMCS180SL49-4944A
ROMCS180SL49-4944CE,1,ROMCS180SL49-4944CE
ROMCS227XL53-4945A,1,ROMCS227XL53-4945A
ROMCS227XL53-4945CE,10,ROMCS227XL53-4945CE
ROMCS227XL53-4945CT,0,ROMCS227XL53-4945CT
ROMCS308XL50-1080A,1,ROMCS308XL50-1080A
ROMCS308XL50-1080AV,25,ROMCS308XL50-1080AV
ROMCS308XL50-1080CA,0,ROMCS308XL50-1080CA
ROMCS308XL50-1080W,0,ROMCS308XL50-1080W
ROMCS55SC18L42-1012AM,0,ROMCS55SC18L42-1012AM
ROMCS55SC18L42-1012-CTP,0,ROMCS55SC18L42-1012-CTP
ROMCS55SC19L42-1080AR,0,ROMCS55SC19L42-1080AR
ROMCT150SL49-1224A,0,ROMCT150SL49-1224A
ROMCT150SL51-1224V,0,ROMCT150SL51-1224V
ROMCT150SL51-1224W,0,ROMCT150SL51-1224W
ROMCT164XL49-1315P,5,ROMCT164XL49-1315P
ROMCT164XL49-1315W,16,ROMCT164XL49-1315W
ROMCT166XL49-1315CC,2,ROMCT166XL49-1315CC
ROMCT166XL49-1315D,1,ROMCT166XL49-1315D
ROMCT166XL50-1315CA,5,ROMCT166XL50-1315CA
ROMCT166XL50-1315R,0,ROMCT166XL50-1315R
ROMCT167RL46-1080BY,30,ROMCT167RL46-1080BY
ROMCT167RL47-1080D,58,ROMCT167RL47-1080D
ROMCT167RL48-1315CO,0,ROMCT167RL48-1315CO
ROMCT167RL49-1315AV,15,ROMCT167RL49-1315AV
ROMCT167RL49-1315AW,0,ROMCT167RL49-1315AW
ROMCT167RL50-1315AL,6,ROMCT167RL50-1315AL
ROMCT167RL50-1315AO,2,ROMCT167RL50-1315AO
ROMCT167RL50-1315AP,4,ROMCT167RL50-1315AP
ROMCT167RL50-1315CC,0,ROMCT167RL50-1315CC
ROMCT167RL50-1315DZ,3,ROMCT167RL50-1315DZ
ROMCT169SL50-1315AV,2,ROMCT169SL50-1315AV
ROMCT169SL51-1315BJ,0,ROMCT169SL51-1315BJ
ROMCT169SL53-1315AW,0,ROMCT169SL53-1315AW
ROMCT169SL53-1315CE,0,ROMCT169SL53-1315CE
ROMCT169SL53-1315P,0,ROMCT169SL53-1315P
ROMCT173QL49-4945A,1,ROMCT173QL49-4945A
ROMCT173QL50-4945AO,0,ROMCT173QL50-4945AO
ROMCT173QL50-4945AP,0,ROMCT173QL50-4945AP
ROMCT173QL50-4945BQ,0,ROMCT173QL50-4945BQ
ROMCT173QL51-3602P,2,ROMCT173QL51-3602P
ROMCT175RL46-1224R,0,ROMCT175RL46-1224R
ROMCT182XL49-1315BJ,1,ROMCT182XL49-1315BJ
ROMCT182XL49-1315W,1,ROMCT182XL49-1315W
ROMCT182XL50-1315CA,3,ROMCT182XL50-1315CA
ROMCT182XL52-1315DA,35,ROMCT182XL52-1315DA
ROMCT182XL52-1315U,1,ROMCT182XL52-1315U
ROMCT182XL53-1315CC,0,ROMCT182XL53-1315CC
ROMCT183QL50-4945BJ,0,ROMCT183QL50-4945BJ
ROMCT184IL49-1315A,10,ROMCT184IL49-1315A
ROMCT184IL49-1315V,1,ROMCT184IL49-1315V
ROMCT184IL49-1315W,0,ROMCT184IL49-1315W
ROMCT184Il51-1315BJ,30,ROMCT184Il51-1315BJ
ROMCT184Il51-1315CE,0,ROMCT184Il51-1315CE
ROMCT184Il51-1315P,16,ROMCT184Il51-1315P
ROMCT184IL51-1315U,0,ROMCT184IL51-1315U
ROMCT193QL50-4945BJ,3,ROMCT193QL50-4945BJ
ROMCT201IL50-1315A,0,ROMCT201IL50-1315A
ROMCT201IL50-1315V,46,ROMCT201IL50-1315V
ROMCT215GL51-1315CA,0,ROMCT215GL51-1315CA
ROMCT232ABL51-1315A,0,ROMCT232ABL51-1315A
ROMCT232ABL51-1315CC,0,ROMCT232ABL51-1315CC
ROMCT232ABL53-1315W,0,ROMCT232ABL53-1315W
ROMCT234NL50-1315AW,2,ROMCT234NL50-1315AW
ROMCT286AC-FW0008-C008,0,ROMCT286AC-FW0008-C008
ROMCT286AC-FW0008-C112,19,ROMCT286AC-FW0008-C112
ROMCT286AF-1226DL,0,ROMCT286AF-1226DL
ROMCT286AF-FW0008-C006,2,ROMCT286AF-FW0008-C006
ROMCT286AF-FW0008-C099,0,ROMCT286AF-FW0008-C099
ROMCT286I-FW0008-C001,0,ROMCT286I-FW0008-C001
ROMCT286I-FW0008-C053,1,ROMCT286I-FW0008-C053
ROMCT286Z-1226CD,1,ROMCT286Z-1226CD
ROMCT286Z-1226CP,2,ROMCT286Z-1226CP
ROMCT286Z-1226CR,1,ROMCT286Z-1226CR
ROMCT286Z-1226U,1,ROMCT286Z-1226U
ROMCT286Z-1226W,1,ROMCT286Z-1226W
ROMCT286Z-FW0008-C105,1,ROMCT286Z-FW0008-C105
ROMCT307ZL53-1315CC,5,ROMCT307ZL53-1315CC
ROMCT331XL53-1319B,0,ROMCT331XL53-1319B
ROMCT331XL53-1319C,0,ROMCT331XL53-1319C
ROMCT517AC-FW0004-C053,0,ROMCT517AC-FW0004-C053
ROMCT517AC-FW0296-C001,301,ROMCT517AC-FW0296-C001
ROMCT517AC-FW0570-C111,1,ROMCT517AC-FW0570-C111
ROMCT517IL52-1315N,3,ROMCT517IL52-1315N
ROMCT517IL52-1315Q,4,ROMCT517IL52-1315Q
ROMCT517IL53-1315AV,1,ROMCT517IL53-1315AV
ROMCT517XL52-1315CW,2,ROMCT517XL52-1315CW
ROMCT517XL52-1315S,1,ROMCT517XL52-1315S
ROMCT517Z-FW0496-C111,11,ROMCT517Z-FW0496-C111
ROMCT517ZL52-1315CA,7,ROMCT517ZL52-1315CA
ROMCT517ZL52-1315D,2,ROMCT517ZL52-1315D
ROMCT66SC24L42-1080AM,0,ROMCT66SC24L42-1080AM
ROMCT66SC24L42-1080AP,0,ROMCT66SC24L42-1080AP
ROMCT66SC24L42-1080AQ,0,ROMCT66SC24L42-1080AQ
ROMCT66SC24L42-1080-CTP,487,ROMCT66SC24L42-1080-CTP
ROMCT66SC24L42-1080W,1,ROMCT66SC24L42-1080W
ROMCT66SC24L42-1226AK,0,ROMCT66SC24L42-1226AK
ROMCT66SC24L42-1226AL,63,ROMCT66SC24L42-1226AL
ROMCT66SC24L42-1226AO,2,ROMCT66SC24L42-1226AO
ROMCT66SC24L42-1226AR,0,ROMCT66SC24L42-1226AR
ROMCT66SC24L42-1226-CTP,0,ROMCT66SC24L42-1226-CTP
ROMCT78S-FW0004-C111,95,ROMCT78S-FW0004-C111
ROMCT78S-FW0004-C112,111,ROMCT78S-FW0004-C112
ROMCT78SL49-1315A,0,ROMCT78SL49-1315A
ROMCT78SL49-1315N,1,ROMCT78SL49-1315N
ROMDF275RL49-700A,4,ROMDF275RL49-700A
ROMDF275RL49-700C,0,ROMDF275RL49-700C
ROMDF275RL51-700D,0,ROMDF275RL51-700D
ROMDJ157RL45-503A,2,ROMDJ157RL45-503A
ROMDJ157RL45-503C,0,ROMDJ157RL45-503C
ROMDJ157RL45-508A,0,ROMDJ157RL45-508A
ROMDJ157RL45-508D,0,ROMDJ157RL45-508D
ROMDJ157RL52-503BQ,19,ROMDJ157RL52-503BQ
ROMDJ165RL51-503C,0,ROMDJ165RL51-503C
ROMDJ165RL51-503D,0,ROMDJ165RL51-503D
ROMDJ324XL50-508B,1,ROMDJ324XL50-508B
ROMDJ324XL50-508C,14,ROMDJ324XL50-508C
ROMDJ338RL50-503C,4,ROMDJ338RL50-503C
ROMDJ338RL50-503D,2,ROMDJ338RL50-503D
ROMDJ340RL50-503C,4,ROMDJ340RL50-503C
ROMDJ340RL50-503D,4,ROMDJ340RL50-503D
ROMDJ66S-FW0005-W01,199,ROMDJ66S-FW0005-W01
ROMDJ66S-FW0005-W07,207,ROMDJ66S-FW0005-W07
ROMDJ66S-FW0005-W231,24,ROMDJ66S-FW0005-W231
ROMDJ66S-FW0006-W231,343,ROMDJ66S-FW0006-W231
ROMDJ66S-FW0006-W37,42,ROMDJ66S-FW0006-W37
ROMDJ66SL43-503A,0,ROMDJ66SL43-503A
ROMDJ66SL43-503B,0,ROMDJ66SL43-503B
ROMDJ66SL43-503C,3,ROMDJ66SL43-503C
ROMDJ66SL43-503D,1,ROMDJ66SL43-503D
ROMDJ66SL43-508B,15,ROMDJ66SL43-508B
ROMDJ66SL43-508C,0,ROMDJ66SL43-508C
ROMDJ66SL45-503DD,0,ROMDJ66SL45-503DD
ROMDJ66SL46-503L,0,ROMDJ66SL46-503L
ROMDJ66SL46-508D,1,ROMDJ66SL46-508D
ROMDL343V-FW0279-W32,17,ROMDL343V-FW0279-W32
ROMDS113SL46-503B,3,ROMDS113SL46-503B
ROMDS113SL46-503C,0,ROMDS113SL46-503C
ROMDS113SL46-508-CTP,0,ROMDS113SL46-508-CTP
ROMDT138ABL52-666B,4,ROMDT138ABL52-666B
ROMDT138ABL52-666C,6,ROMDT138ABL52-666C
ROMDT138ABL52-666DV-D51,1,ROMDT138ABL52-666DV-D51
ROMDT138ABL53-666CJ,1,ROMDT138ABL53-666CJ
ROMDT138AC-666BG-D17,14,ROMDT138AC-666BG-D17
ROMDT138AC-FW0001-W01,985,ROMDT138AC-FW0001-W01
ROMDT138AC-FW0001-W08,795,ROMDT138AC-FW0001-W08
ROMDT138AC-FW0002-W02,0,ROMDT138AC-FW0002-W02
ROMDT138ACL52-663D,1,ROMDT138ACL52-663D
ROMDT138ACL52-666CV-D115,11,ROMDT138ACL52-666CV-D115
ROMDT138AF-666DJ,5,ROMDT138AF-666DJ
ROMDT138AF-FW0003-W02,4,ROMDT138AF-FW0003-W02
ROMDT138AF-FW0003-W03,3,ROMDT138AF-FW0003-W03
ROMDT138AF-FW0003-W05,30,ROMDT138AF-FW0003-W05
ROMDT138AGL52-666A,9,ROMDT138AGL52-666A
ROMDT138AGL52-666C,6,ROMDT138AGL52-666C
ROMDT138AGL53-666EJ,0,ROMDT138AGL53-666EJ
ROMDT138AHL52-666B,20,ROMDT138AHL52-666B
ROMDT138AHL52-666C,23,ROMDT138AHL52-666C
ROMDT138B-663D,10,ROMDT138B-663D
ROMDT138B-FW0001-W01,0,ROMDT138B-FW0001-W01
ROMDT138B-FW0002-W02,293,ROMDT138B-FW0002-W02
ROMDT138B-FW0003-W47,5,ROMDT138B-FW0003-W47
ROMDT138BL51-664F,1,ROMDT138BL51-664F
ROMDT138BL52-666B,0,ROMDT138BL52-666B
ROMDT138BL52-666C,1,ROMDT138BL52-666C
ROMDT138BL52-666CI-D135,2,ROMDT138BL52-666CI-D135
ROMDT138I-FW0001-W01,932,ROMDT138I-FW0001-W01
ROMDT138I-FW0001-W08,1122,ROMDT138I-FW0001-W08
ROMDT138I-FW0002-W01,1,ROMDT138I-FW0002-W01
ROMDT138I-FW0002-W06,72,ROMDT138I-FW0002-W06
ROMDT138I-FW0002-W210,4,ROMDT138I-FW0002-W210
ROMDT138I-FW0003-W05,18,ROMDT138I-FW0003-W05
ROMDT138I-FW0003-W130,61,ROMDT138I-FW0003-W130
ROMDT138I-FW0003-W41,107,ROMDT138I-FW0003-W41
ROMDT138IL49-666C,2,ROMDT138IL49-666C
ROMDT138IL50-666BU-D14,12,ROMDT138IL50-666BU-D14
ROMDT138IL50-666CL-D8,62,ROMDT138IL50-666CL-D8
ROMDT138IL50-666EL-D6,9,ROMDT138IL50-666EL-D6
ROMDT138IL52-663C,3,ROMDT138IL52-663C
ROMDT138IL52-663CM,13,ROMDT138IL52-663CM
ROMDT138IL52-666CG-D10,0,ROMDT138IL52-666CG-D10
ROMDT138IL52-666CU-D13,18,ROMDT138IL52-666CU-D13
ROMDT138IL52-666CZ-D15,2,ROMDT138IL52-666CZ-D15
ROMDT138IL52-666DG,20,ROMDT138IL52-666DG
ROMDT138IL53-666B,3,ROMDT138IL53-666B
ROMDT138IL53-666BQ,1,ROMDT138IL53-666BQ
ROMDT138R-663A,1,ROMDT138R-663A
ROMDT138R-663-CTP,208,ROMDT138R-663-CTP
ROMDT138R-FW0001-W01,247,ROMDT138R-FW0001-W01
ROMDT138R-FW0001-W08,582,ROMDT138R-FW0001-W08
ROMDT138RL52-663C,7,ROMDT138RL52-663C
ROMDT138RL52-666B,0,ROMDT138RL52-666B
ROMDT138RL52-666C,5,ROMDT138RL52-666C
ROMDT138S-FW0011-W06,4,ROMDT138S-FW0011-W06
ROMDT138SL53-6134EJ,87,ROMDT138SL53-6134EJ
ROMDT138X-FW0001-C446,92,ROMDT138X-FW0001-C446
ROMDT138X-FW0001-W01,11,ROMDT138X-FW0001-W01
ROMDT138X-FW0001-W08,2,ROMDT138X-FW0001-W08
ROMDT138X-FW0003-W218,4,ROMDT138X-FW0003-W218
ROMDT138X-FW0003-W40,5,ROMDT138X-FW0003-W40
ROMDT138X-FW0003-W60,30,ROMDT138X-FW0003-W60
ROMDT138X-FW0003-W64,2,ROMDT138X-FW0003-W64
ROMDT138X-FW0003-W78,2,ROMDT138X-FW0003-W78
ROMDT138XL49-663A,5,ROMDT138XL49-663A
ROMDT138XL49-663B,27,ROMDT138XL49-663B
ROMDT138XL50-664CW,0,ROMDT138XL50-664CW
ROMDT138XL50-664CX,0,ROMDT138XL50-664CX
ROMDT138XL50-666BE,0,ROMDT138XL50-666BE
ROMDT138XL50-666CG-D10,0,ROMDT138XL50-666CG-D10
ROMDT138XL50-666CG-D9,0,ROMDT138XL50-666CG-D9
ROMDT138XL50-666CN-D11,1,ROMDT138XL50-666CN-D11
ROMDT138XL50-666CU-D13,1,ROMDT138XL50-666CU-D13
ROMDT138XL52-663CM,0,ROMDT138XL52-663CM
ROMDT138XL52-663D,4,ROMDT138XL52-663D
ROMDT138XL52-664F-D24,5,ROMDT138XL52-664F-D24
ROMDT138XL52-664F-D35,3,ROMDT138XL52-664F-D35
ROMDT138XL52-664F-D37,10,ROMDT138XL52-664F-D37
ROMDT138XL52-666BE-D42,4,ROMDT138XL52-666BE-D42
ROMDT138XL52-666CK-D60,37,ROMDT138XL52-666CK-D60
ROMDT138XL52-666CV,12,ROMDT138XL52-666CV
ROMDT138XL53-666CJ,1,ROMDT138XL53-666CJ
ROMDT138Z-FW0001-W01,4056,ROMDT138Z-FW0001-W01
ROMDT138Z-FW0001-W08,404,ROMDT138Z-FW0001-W08
ROMDT138Z-FW0002-W01,121,ROMDT138Z-FW0002-W01
ROMDT138Z-FW0002-W03,0,ROMDT138Z-FW0002-W03
ROMDT138Z-FW0002-W05,0,ROMDT138Z-FW0002-W05
ROMDT138Z-FW0002-W212,1,ROMDT138Z-FW0002-W212
ROMDT138Z-FW0003-W03,192,ROMDT138Z-FW0003-W03
ROMDT138Z-FW0003-W145,16,ROMDT138Z-FW0003-W145
ROMDT138Z-FW0003-W69,18,ROMDT138Z-FW0003-W69
ROMDT138ZL50-666EL-D6,10,ROMDT138ZL50-666EL-D6
ROMDT138ZL52-664A-D35,20,ROMDT138ZL52-664A-D35
ROMDT138ZL52-664F-D35,16,ROMDT138ZL52-664F-D35
ROMDT138ZL52-666CZ-D15,0,ROMDT138ZL52-666CZ-D15
ROMDT138ZL52-666DG,0,ROMDT138ZL52-666DG
ROMDT139XL50-666BX,1,ROMDT139XL50-666BX
ROMDT139XL50-666C,0,ROMDT139XL50-666C
ROMDT139XL50-666CB,0,ROMDT139XL50-666CB
ROMDT139XL50-666CV,5,ROMDT139XL50-666CV
ROMDT148Gl51-666C,3,ROMDT148Gl51-666C
ROMDT148Gl51-666D,5,ROMDT148Gl51-666D
ROMDT149GL51-663B,8,ROMDT149GL51-663B
ROMDT149GL51-663C,4,ROMDT149GL51-663C
ROMDT168B-FW0010-W02,15,ROMDT168B-FW0010-W02
ROMDT168B-FW0010-W03,9,ROMDT168B-FW0010-W03
ROMDT168B-FW0010-W07,1,ROMDT168B-FW0010-W07
ROMDT168BL46-599CB,0,ROMDT168BL46-599CB
ROMDT168BL46-599CK,0,ROMDT168BL46-599CK
ROMDT178XL50-666C,0,ROMDT178XL50-666C
ROMDT178XL50-666D,1,ROMDT178XL50-666D
ROMDT182XL50-663B,0,ROMDT182XL50-663B
ROMDT185IL50-663B,1,ROMDT185IL50-663B
ROMDT185IL50-663C,6,ROMDT185IL50-663C
ROMDT189JL50-664A_INVALID,0,ROMDT189JL50-664A_INVALID
ROMDT191XL50-663A,0,ROMDT191XL50-663A
ROMDT191XL50-663C,21,ROMDT191XL50-663C
ROMDT191XL54-663B,56,ROMDT191XL54-663B
ROMDT199NL50-666A,1,ROMDT199NL50-666A
ROMDT233IL50-663C_INVALID,0,ROMDT233IL50-663C_INVALID
ROMDT233IL50-664A,2,ROMDT233IL50-664A
ROMDT233IL50-664F,141,ROMDT233IL50-664F
ROMDT239ZL52-666C,0,ROMDT239ZL52-666C
ROMDT248N-FW0003-W206,0,ROMDT248N-FW0003-W206
ROMDT248N-FW0003-W32,5,ROMDT248N-FW0003-W32
ROMDT248NL50-666C,4,ROMDT248NL50-666C
ROMDT248NL50-666D,3,ROMDT248NL50-666D
ROMDT821SL53-503B,8,ROMDT821SL53-503B
ROMDT821SL53-503DG,2,ROMDT821SL53-503DG
ROMDT821SL53-503DH,8,ROMDT821SL53-503DH
ROMDT821SL53-503EJ,2,ROMDT821SL53-503EJ
ROMDT821SL53-508B,6,ROMDT821SL53-508B
ROMDT821SL53-508C,3,ROMDT821SL53-508C
ROMGJ157R-FW0007-C001,5,ROMGJ157R-FW0007-C001
ROMGJ157R-FW0007-C105,16,ROMGJ157R-FW0007-C105
ROMGJ157R-FW0007-C178,7,ROMGJ157R-FW0007-C178
ROMGJ583X-FW0004-C006,17,ROMGJ583X-FW0004-C006
ROMGJ583X-FW0004-C112,18,ROMGJ583X-FW0004-C112
ROMGJ587X-FW0007-C006,3,ROMGJ587X-FW0007-C006
ROMGJ587X-FW0007-C049,1,ROMGJ587X-FW0007-C049
ROMGT167R-FW0004-C006,114,ROMGT167R-FW0004-C006
ROMGT167R-FW0004-C053,160,ROMGT167R-FW0004-C053
ROMGT167R-FW0007-C001,229,ROMGT167R-FW0007-C001
ROMGT167R-FW0007-C099,235,ROMGT167R-FW0007-C099
ROMGT167R-FW0007-C178,219,ROMGT167R-FW0007-C178
ROMGT167R-FW0025-C140,152,ROMGT167R-FW0025-C140
ROMGT167R-FW0386-C105,4,ROMGT167R-FW0386-C105
ROMGT169S-FW0004-C047,1,ROMGT169S-FW0004-C047
ROMGT169S-FW0004-C136,315,ROMGT169S-FW0004-C136
ROMGT169S-FW0296-C001,183,ROMGT169S-FW0296-C001
ROMGT169S-FW0387-C105,2,ROMGT169S-FW0387-C105
ROMGT169S-FW0494-C140,11,ROMGT169S-FW0494-C140
ROMGT173Q-FW0009-C001,2,ROMGT173Q-FW0009-C001
ROMGT182X-FW0004-C008,107,ROMGT182X-FW0004-C008
ROMGT182X-FW0004-C140,238,ROMGT182X-FW0004-C140
ROMGT182X-FW0582-C074,101,ROMGT182X-FW0582-C074
ROMGT193Q-FW0009-C001,286,ROMGT193Q-FW0009-C001
ROMGT193Q-FW0009-C008,21,ROMGT193Q-FW0009-C008
ROMGT193Q-FW0009-C178,23,ROMGT193Q-FW0009-C178
ROMGT232AB-FW0004-C006,1,ROMGT232AB-FW0004-C006
ROMGT232AB-FW0004-C053,2,ROMGT232AB-FW0004-C053
ROMGT232AB-FW0004-C099,5,ROMGT232AB-FW0004-C099
ROMGT232AB-FW0004-C112,19,ROMGT232AB-FW0004-C112
ROMGT307Z-FW0004-C008,3,ROMGT307Z-FW0004-C008
ROMGT307Z-FW0004-C099,2,ROMGT307Z-FW0004-C099
ROMGT307Z-FW0494-C140,195,ROMGT307Z-FW0494-C140
ROMGT359X-FW0004-C106,5,ROMGT359X-FW0004-C106
ROMGT359X-FW0004-C120,21,ROMGT359X-FW0004-C120
ROMGT517AC-FW0570-C008,52,ROMGT517AC-FW0570-C008
ROMGT590X-FW0007-C105,1,ROMGT590X-FW0007-C105
ROMGT592X-FW0284-C105,1,ROMGT592X-FW0284-C105
ROMGT676Z-FW0004-C057,3,ROMGT676Z-FW0004-C057
ROMGT676Z-FW0004-C105,19,ROMGT676Z-FW0004-C105
ROMGT676Z-FW0004-C111,4,ROMGT676Z-FW0004-C111
ROMGT676Z-FW0004-C140,3,ROMGT676Z-FW0004-C140
ROMGT78S-FW0004-C001,166,ROMGT78S-FW0004-C001
ROMGT78S-FW0004-C106,620,ROMGT78S-FW0004-C106
ROMGT78S-FW0004-C133,3,ROMGT78S-FW0004-C133
ROMGT795X-FW0004-C008,2,ROMGT795X-FW0004-C008
ROMGT795X-FW0004-C111,1,ROMGT795X-FW0004-C111
ROMHH890R-FK0128-C232,4,ROMHH890R-FK0128-C232
ROMHH890R-FK0129-C233,3,ROMHH890R-FK0129-C233
ROMHH890R-FK0130-C001,3,ROMHH890R-FK0130-C001
ROMHH890R-FK0131-C189,3,ROMHH890R-FK0131-C189
ROMJF444VL51-666CJ,4,ROMJF444VL51-666CJ
ROMJF444VL51-666DJ,5,ROMJF444VL51-666DJ
ROMJF447XL51-663B,1,ROMJF447XL51-663B
ROMJF447XL51-663C,0,ROMJF447XL51-663C
ROMJF449VL51-1315AZ,3,ROMJF449VL51-1315AZ
ROMJF449VL51-1315BR,1,ROMJF449VL51-1315BR
ROMJL452VL51-666B,4,ROMJL452VL51-666B
ROMJL452VL51-666E,2,ROMJL452VL51-666E
ROMKF252SL49-4945CL,0,ROMKF252SL49-4945CL
ROMKF252SL49-4945E,0,ROMKF252SL49-4945E
ROMMS113S-FW0005-C001-W03,11,ROMMS113S-FW0005-C001-W03
ROMMS113S-FW0005-C001-W79,3,ROMMS113S-FW0005-C001-W79
ROMMT182X-FW0002-W03,0,ROMMT182X-FW0002-W03
ROMSF1005X-FK0036-C233,1,ROMSF1005X-FK0036-C233
ROWCF282YL50-5004,0,ROWCF282YL50-5004
ROWCF286YL49-4945E,17,ROWCF286YL49-4945E
ROWCF286YL49-4945X,2,ROWCF286YL49-4945X
ROWCF286YL51-4945Q,4,ROWCF286YL51-4945Q
ROWCF286YL51-4945T,4,ROWCF286YL51-4945T
ROWCF286YL53-4945CL,0,ROWCF286YL53-4945CL
ROWCF320RL50-5004BW,0,ROWCF320RL50-5004BW
ROWCF320RL50-5004BY,1,ROWCF320RL50-5004BY
ROWCF347RL53-1226BQ,3,ROWCF347RL53-1226BQ
ROWCF567R-FW0009-C001,20,ROWCF567R-FW0009-C001
ROWCF567R-FW0009-C178,19,ROWCF567R-FW0009-C178
ROWCH273YL51-4944BE,13,ROWCH273YL51-4944BE
ROWCH273YL51-4944E,14,ROWCH273YL51-4944E
ROWCH289RL49-4945BE,1,ROWCH289RL49-4945BE
ROWCH350RL51-4807,6,ROWCH350RL51-4807
ROWCH350RL51-4808,8,ROWCH350RL51-4808
ROWCH350RL51-4822,12,ROWCH350RL51-4822
ROWCJ160RL49-4945W,0,ROWCJ160RL49-4945W
ROWCJ160RL51-4945CA,3,ROWCJ160RL51-4945CA
ROWCJ160RL51-4945CE,0,ROWCJ160RL51-4945CE
ROWCJ321RL50-1080A,2,ROWCJ321RL50-1080A
ROWCJ321RL50-1080W,4,ROWCJ321RL50-1080W
ROWCJ321RL53-1080AV,0,ROWCJ321RL53-1080AV
ROWCJ321RL53-1080CA,0,ROWCJ321RL53-1080CA
ROWCJ326RL50-1080A,6,ROWCJ326RL50-1080A
ROWCJ326RL50-1080CA,6,ROWCJ326RL50-1080CA
ROWCJ327RL50-1080A,9,ROWCJ327RL50-1080A
ROWCJ327RL50-1080W,1,ROWCJ327RL50-1080W
ROWCJ334XL53-1315A,0,ROWCJ334XL53-1315A
ROWCJ349RL51-1226V,2,ROWCJ349RL51-1226V
ROWCJ349RL51-1226W,0,ROWCJ349RL51-1226W
ROWCJ64RL49-1315CB,28,ROWCJ64RL49-1315CB
ROWCJ64RL49-1315P,2,ROWCJ64RL49-1315P
ROWCJ64RL51-1315CC,1,ROWCJ64RL51-1315CC
ROWCJ64RL51-1315CE,2,ROWCJ64RL51-1315CE
ROWCK333Q-FW0008-C053,21,ROWCK333Q-FW0008-C053
ROWCK333Q-FW0008-C073,20,ROWCK333Q-FW0008-C073
ROWCL433RL53-1226S,2,ROWCL433RL53-1226S
ROWCOL596R-FW0284-C116,17,ROWCOL596R-FW0284-C116
ROWCOL596R-FW0284-C156,17,ROWCOL596R-FW0284-C156
ROWCS241RL51-1080P,4,ROWCS241RL51-1080P
ROWCS241RL53-1080CC,0,ROWCS241RL53-1080CC
ROWCS580R-FW0284-C099,20,ROWCS580R-FW0284-C099
ROWCS580R-FW0284-C111,19,ROWCS580R-FW0284-C111
ROWCS581R-FW0004-C006,2,ROWCS581R-FW0004-C006
ROWCS581R-FW0004-C053,0,ROWCS581R-FW0004-C053
ROWCT151RL50-1315BJ,0,ROWCT151RL50-1315BJ
ROWCT151RL50-1315P,1,ROWCT151RL50-1315P
ROWCT151RL51-1315BC,6,ROWCT151RL51-1315BC
ROWCT151RL53-1315DZ,0,ROWCT151RL53-1315DZ
ROWCT167RL51-1315A,4,ROWCT167RL51-1315A
ROWCT167RL51-1315BJ,4,ROWCT167RL51-1315BJ
ROWCT167RL51-1315EB,1,ROWCT167RL51-1315EB
ROWCT167RL51-1315P,2,ROWCT167RL51-1315P
ROWCT182I-1315-CTP,0,ROWCT182I-1315-CTP
ROWCT182IL50-1315BJ,6,ROWCT182IL50-1315BJ
ROWCT182IL51-1315AO,1,ROWCT182IL51-1315AO
ROWCT182IL51-1315CC,4,ROWCT182IL51-1315CC
ROWCT182IL52-1315U,1,ROWCT182IL52-1315U
ROWCT182IL52-1315W,1,ROWCT182IL52-1315W
ROWCT183QL50-4945AB,0,ROWCT183QL50-4945AB
ROWCT183QL50-4945AH,0,ROWCT183QL50-4945AH
ROWCT183QL50-4945CL,0,ROWCT183QL50-4945CL
ROWCT183QL51-4945CU,0,ROWCT183QL51-4945CU
ROWCT183QL51-4945O,1,ROWCT183QL51-4945O
ROWCT184IL50-1315CA,0,ROWCT184IL50-1315CA
ROWCT184IL50-1315CE,16,ROWCT184IL50-1315CE
ROWCT184IL50-1315W,5,ROWCT184IL50-1315W
ROWCT184IL51-1315BJ,16,ROWCT184IL51-1315BJ
ROWCT184IL51-1315CC,9,ROWCT184IL51-1315CC
ROWCT210QL50-5041C,0,ROWCT210QL50-5041C
ROWCT210QL50-5041E,0,ROWCT210QL50-5041E
ROWCT210QL53-5041I,1,ROWCT210QL53-5041I
ROWCT213ACL53-5041C,15,ROWCT213ACL53-5041C
ROWCT224AAL53-5041A,1,ROWCT224AAL53-5041A
ROWCT224AAL53-5041C,1,ROWCT224AAL53-5041C
ROWCT228QL51-1247CE,0,ROWCT228QL51-1247CE
ROWCT232ABL51-1315W,4,ROWCT232ABL51-1315W
ROWCT232ABL53-1315CE,0,ROWCT232ABL53-1315CE
ROWCT236ADL53-1315AL,0,ROWCT236ADL53-1315AL
